id;name;price;index;available;category;containerCost;description;display;est_time;image_url;zone
g53vYluJeXlhQwmbHx6K;Papa grande;2;undefined;TRUE;gF4Gzuq2uZJdgOjFA8Zk;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596680623862_xt2v9phik8_500x500?alt=media&token=e985289a-ef40-4851-8b38-c2a47598bd7d;
jHhAocPWpfgTmUcnAagU;Papas con Nuggets;1.25;undefined;TRUE;gF4Gzuq2uZJdgOjFA8Zk;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596680986010_a10xa7uqsxw_500x500?alt=media&token=46d8ef9d-dc6e-45c9-a75f-ef013212ba26;
lokfJ7g2iuQyas3i31pQ;Salchipapa 1.50;1.5;undefined;TRUE;gF4Gzuq2uZJdgOjFA8Zk;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596507185756_km0q5umb21h_500x500?alt=media&token=62380fd2-bc6d-4a5a-acf6-8aa2315d4535;undefined
oLQZNTfpgowiHpsHQBWp;Papa con pollo;2.5;undefined;TRUE;gF4Gzuq2uZJdgOjFA8Zk;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596680510118_hkg0ugl0rii_500x500?alt=media&token=dd1ae7f6-23a5-40cd-8b3e-ec90521e71ee;
rAPN5bkgI5yuPVEgBt9w;Papas con carne;1.5;undefined;TRUE;gF4Gzuq2uZJdgOjFA8Zk;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596680870747_slid948ac6_500x500?alt=media&token=8ae92752-8c46-416e-bc27-874efec973b8;
3lVyPrheLhUV591642qt;1/4 Pollo;4;undefined;TRUE;J1kXwF5XzttdjlXPxXFA;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596400383568_gbkckn0wedo_500x500?alt=media&token=08b70708-3294-4c56-8304-ce5ef9675283;
Eu0uDZ74SyMFtM3GGrzs;1/2 Pollo;8;undefined;TRUE;J1kXwF5XzttdjlXPxXFA;0;;TRUE;15;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596400253120_hl03na6eiug_500x500?alt=media&token=8a65eefc-6b88-4476-94e9-ad0255756049;
hj3ozC3qaIbqvONELlbL;1/8 Pollo;2.75;undefined;TRUE;J1kXwF5XzttdjlXPxXFA;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596400458117_f2c1s8tjawk_500x500?alt=media&token=33035f31-a8b9-47f7-a825-2d394ff6d7ba;
qAllL2meAHP1kRyLDjaD;Pollo entero completo;15;undefined;TRUE;J1kXwF5XzttdjlXPxXFA;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596508817570_uj8m9ugj648_500x500?alt=media&token=fd2452da-1ece-466b-a97d-b1979dbfc62b;undefined
0cNQEzDEJ762zn7rw3j5;1/2 Jarra de Maracuyá;1.5;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596160886346_vg8ddvjn8k_500x500?alt=media&token=5453cf32-706b-45f8-8046-f12146fd1a8f;
3miXJisOBXltKWHKrcvV;Fuzetea;1;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596402106127_eqx3554xma9_500x500?alt=media&token=e49c2619-836f-491e-85e8-dcec3ffa505e;undefined
4uyZfVy00vd8SkhT0gfF;Limonada;0.5;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596683700378_0ih2vkaqhzn8_500x500?alt=media&token=c74e8f66-271b-487d-92ca-61249ab0f91f;
5G6Ru6qHtZMhyCWhFZlc;Batidos;1.25;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596400813972_cfgf8bc50pg_500x500?alt=media&token=eea258a6-bbf5-4bb9-b3bb-baa0f294f13a;
89x4rdml9rKDoYiZTuH9;1/2 Jarra de limonada;1.5;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;undefined;
9gZ4ZuUYp4enxFyXm4nz;Cerveza pilsener;1.75;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596315877463_1fhashf62xh_500x500?alt=media&token=7a6195d6-f72f-420a-9dbc-a78ff21c3927;undefined
CtgWmqbD8fdqXRD8Bdob;Agua mineral;0.7;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596400596533_yi8hhgmbyx_500x500?alt=media&token=b2ee2c48-cea2-4a72-a943-757d698eb05a;undefined
F04pTTcWkhOnBArvpAZm;Gaseosa de Litro;1.5;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596402494031_6mk1qlyac24_500x500?alt=media&token=cbc07f0d-adb9-453d-93d4-6b5c20f7ef67;undefined
JRidUs5JkOegdVWp5Lra;Milkshake;2.5;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596509049121_townxy236lj_500x500?alt=media&token=7830e0db-4db2-4a63-9831-5bd332963f66;
K1di29dGzGw5hDmRJ5y4;Batido doble;2.5;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596400785554_5y3f6j2wy3l_500x500?alt=media&token=9746e85c-5174-4c48-9d77-974353da46a2;
LkBcdwQPIQftq5jNy1xa;Jugo doble;2;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;undefined;
MGUxrj02w5X8ibhKIX9O;Corona;2.25;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1610513073080_wysjzotjjdg_500x500?alt=media&token=5e78b7bd-aa8d-4b90-9365-52fa15695051;
NiULcc6402AxBql0szUU;Jugos;1;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;Jugos de Mora, Frutilla, Tomate de Árbol, Piña, Babaco, Melon;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596683774167_q9uog7d1i_500x500?alt=media&token=b2968827-ddcd-43bb-b2a5-c00594d07a5a;
YkUjTWSBCzvzaw1rI2DM;Frappuccino;3;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/rayoexpress-a9f19.appspot.com/o/products%2F724MTl7Td35vp44MXTYW%2F1590601329746_bm278cdp4i?alt=media&token=b207f9d4-67c5-4497-89f3-ebacc6df32a5;
bgM9JzlbNp4MER9ZPzKz;Gaseosa 3 Litros;3.5;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596402213912_ebbdrhingj9_500x500?alt=media&token=63dcb083-9bad-42cb-8bbb-974485d45238;undefined
kAi69Oo21VTRdY5c0qQI;Jarra de Limonada;3;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596161066695_25cyj21do6e_500x500?alt=media&token=b562777e-826c-428f-a14a-97b14db47565;
kgPsi0VYXAqdE8pFxh7N;Jarra horchata;3;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596684045164_6tx0rqy91ut_500x500?alt=media&token=f2a8dd2b-32eb-458e-8242-6c8460680e8d;
pmHjhwTCBGEE8rnV2FKY;Cerveza club grande;2;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596146373213_gu2pmcw5e98_500x500?alt=media&token=851d2f20-e6f0-439a-9be6-b2462b87a55e;undefined
qtMGaHc2WocPvbW0EyJ6;Cerveza club personal;1.5;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596146403508_11q8k1y44aw_500x500?alt=media&token=abca19b1-b430-4c92-b31f-9c8918f1776f;undefined
r2JiO1xpooMbgFjcXhO9;Jugo de Naranja;1.25;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596683836314_fj0m5gncq9o_500x500?alt=media&token=bc19b006-4490-49a9-a2dd-a9d125c614b6;
rApytGwzvuc3pewALWbM;Jarra de maracuya ;3;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596160866012_w16oi4xdhy_500x500?alt=media&token=7dfffbc9-3e27-47a7-a144-affb999585e1;
tDu0pSaz1eRQpBd6eg36;Jarra de tamarindo;3;undefined;FALSE;JUdzhIpPDcMaFHJv2ZCE;0;;undefined;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596683621016_0xo4z276fr2n_500x500?alt=media&token=223fd786-e36d-4901-ba29-6e07a2c23e55;
vv1zBFohmLUhEKqBruxd;Agua;0.5;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596146564459_qsf7w8q68ak_500x500?alt=media&token=360fc7a5-8791-44f9-be3c-b9630076340f;undefined
w7CjjS0juYnXi9qYaZ6z;Gaseosas;0.7;undefined;TRUE;JUdzhIpPDcMaFHJv2ZCE;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596402571790_4fql8ge2pzb_500x500?alt=media&token=18ca248b-3b85-4eb9-bdc6-0c90c59892fe;undefined
NIJOEcC37Kb524wSZoAr;Hamburguesa de pollo;2;undefined;TRUE;kkmrYHzIsdzovAP1jKYL;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596402714364_19pzronfwmb_500x500?alt=media&token=dcac748b-2d19-466f-807c-037173de4616;
WiFAjCNtvLHrVboDtCPH;Hamburguesa doble de pollo;2.75;undefined;TRUE;kkmrYHzIsdzovAP1jKYL;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596402842401_tmqimh1ctw_500x500?alt=media&token=deee4c19-e486-4adf-945d-38021481357c;
i8vRxiCKJw2x6Ihe6zZW;Hamburguesa especial;2;undefined;TRUE;kkmrYHzIsdzovAP1jKYL;0;;TRUE;10;null;
sEwS8ckwcIqMW4QOl8zC;Hamburguesa simple de res;1.5;undefined;TRUE;kkmrYHzIsdzovAP1jKYL;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596403079394_39tk7orw86k_500x500?alt=media&token=7e049e57-b47d-4937-b6c7-2da1703726c1;
sNzRm8LCEU3dRxtgGcPZ;Hamburguesa Mixta;2.5;undefined;TRUE;kkmrYHzIsdzovAP1jKYL;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596403063533_209bwrqi3xz_500x500?alt=media&token=e3ddb40b-529d-418e-b867-8884935f7b91;
ueEN9McmssIuAQiHvdlv;Hamburguesa hawaiana;2;undefined;TRUE;kkmrYHzIsdzovAP1jKYL;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596402997763_377c2vtgnxx_500x500?alt=media&token=4bd01784-cb04-4c0b-8d20-1b8aac0c43ad;
SH3o06JosEfvySAPKTGe;18 Alas;15;undefined;TRUE;Nc8XYHpFmPtw5JHODInt;0;Salsas disponibles: BBQ, Maracuya y Teriyaki;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1598475834744_iknd4gk4b4_500x500?alt=media&token=4ba3e73e-3a34-475e-b145-0418dd02e239;
h4tySEBlAe1eQYNqZLPD;6 Alas;5;undefined;TRUE;Nc8XYHpFmPtw5JHODInt;0;Salsas disponibles: BBQ, Maracuya y Teriyaki;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1598473204756_5l50oa5tjmd_500x500?alt=media&token=23380d29-77e5-4250-89ee-663928e18b60;
u5hERTMRdxNiVVSyuEiF;12 Alas;10;undefined;TRUE;Nc8XYHpFmPtw5JHODInt;0;Salsas disponibles: BBQ, Maracuya y Teriyaki;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1598473350980_f5rmgrc3bh_500x500?alt=media&token=d720097c-51c3-46bc-8658-9dda2402ff26;
Ai4xX2gAbKhBAftt5fHO;Copa Pingüino;3.5;undefined;TRUE;Nw7PSv6jSQdCmsELPOJq;0;;TRUE;10;undefined;
C26B28GVNyfRhZGCm9MA;Helados con queso;1.5;undefined;TRUE;Nw7PSv6jSQdCmsELPOJq;0;;TRUE;10;undefined;undefined
ajlxPw7fWSWgV6wubc7o;Tres leches;1.5;undefined;TRUE;Nw7PSv6jSQdCmsELPOJq;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596506713048_hc0fmcq4aso_500x500?alt=media&token=6b00f1f7-7584-49e5-86ba-0cfbcf97437e;undefined
bBuHtb3qpjOVBm945pMv;Banana Split;3.5;undefined;TRUE;Nw7PSv6jSQdCmsELPOJq;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596400644540_6x1ysnw3m94_500x500?alt=media&token=67e3b5d1-7e2e-448e-a12e-695099dce7e3;
fRR1Gk7OsFuQ4y5mgKoq;Fresas con crema;2.25;undefined;TRUE;Nw7PSv6jSQdCmsELPOJq;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596161447929_h0b3vf7n9ai_500x500?alt=media&token=2939fa89-6f5c-4dec-b9de-8c8b1eaea257;
lS5yV1B3j19jxHqRFIyz;Duraznos con crema;2.25;undefined;TRUE;Nw7PSv6jSQdCmsELPOJq;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596401536893_vf4ax5obm49_500x500?alt=media&token=8b9d6aac-546e-4733-8ae3-188409e161b7;
lfWWxq55OM3SvvikoUl3;Helado;1;undefined;TRUE;Nw7PSv6jSQdCmsELPOJq;0;;TRUE;5;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1596683544570_6qzo4xqpa8r_500x500?alt=media&token=090a7b72-333c-454c-b58c-7bdcb59e9df4;undefined
rSmlZtejFcbBiswAuZsE;Helado doble con queso;2.25;undefined;TRUE;Nw7PSv6jSQdCmsELPOJq;0;;TRUE;undefined;undefined;undefined
tl9gLuRwXF3YiY9Npx50;Copa bambino;3;undefined;TRUE;Nw7PSv6jSQdCmsELPOJq;0;;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1610512932919_r69hjcgt1nf_500x500?alt=media&token=65317b6d-a688-4a95-9b9e-a2e659f6a311;
enTaOjZbEelzZEVV5ppA;Michelada de Limón;3;undefined;TRUE;pN1vp3w6GASz9D4tGB5w;0;Deliciosa Michelada con limón, sal y pimienta.
;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1606534772577_a4dz3mh1aa9_500x500?alt=media&token=9f3aeb07-6e11-453a-ad28-5ac28df32f2f;
pUpi1PPuk56qcKJPZGCl;Michelada Clásica;3;undefined;TRUE;pN1vp3w6GASz9D4tGB5w;0;Deliciosa Michelada con limón, sal, salsa inglesa, y salsa china.;TRUE;10;https://firebasestorage.googleapis.com/v0/b/ordersmanagment-c22d9.appspot.com/o/public%2FanmzJT7JaCjJM2CVFNlP%2Fresized%2F1606534730914_tr3cih8ia7h_500x500?alt=media&token=1e9fbcf4-8a91-4dca-9579-fd428fafae01;
